Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level,GPA_Change
126060,Humanities,Freshman,3.19,17.84,Debugging/Troubleshooting,Intermediate,3,False,1.0,4,Allowed_With_Citation,1,3.14,58.73,Low,-0.04999999999999982
126061,Humanities,Graduate,3.608,4.8,Debugging/Troubleshooting,Intermediate,4,False,12.38,3,Allowed_With_Citation,5,3.951,86.73,Low,0.34299999999999997
126062,Business,Sophomore,3.879,10.3,Summarizing_Reading,Beginner,3,True,12.5,3,Actively_Encouraged,2,4.0,70.63,Medium,0.121
126063,Business,Freshman,3.509,1.04,Summarizing_Reading,Intermediate,4,True,13.49,3,Actively_Encouraged,3,3.522,79.89,Low,0.0129999999999999
126064,Medical,Sophomore,3.94,0.64,Summarizing_Reading,Beginner,3,True,12.94,2,Strict_Ban,3,4.0,90.43,Medium,0.06000000000000005
126065,Arts,Senior,2.83,13.97,Ideation,Intermediate,4,True,6.12,5,Allowed_With_Citation,5,2.862,79.55,Medium,0.03200000000000003
126066,Arts,Sophomore,2.47,3.86,Debugging/Troubleshooting,Advanced,4,False,3.0,3,Strict_Ban,3,2.806,87.24,Medium,0.33599999999999985
126067,Medical,Sophomore,3.575,30.93,Debugging/Troubleshooting,Beginner,1,True,2.6,9,Allowed_With_Citation,7,3.745,58.61,High,0.16999999999999993
126068,STEM,Junior,3.79,8.19,Summarizing_Reading,Intermediate,5,False,17.44,2,Strict_Ban,1,4.0,93.86,High,0.20999999999999996
126069,Business,Freshman,3.613,0.88,Direct_Answer_Generation,Beginner,1,False,7.02,2,Actively_Encouraged,3,3.543,74.35,Low,-0.06999999999999984
126070,Medical,Junior,3.648,3.34,Summarizing_Reading,Advanced,3,False,6.19,1,Strict_Ban,4,3.749,100.0,Medium,0.10099999999999998
126071,Business,Graduate,3.664,2.31,Debugging/Troubleshooting,Advanced,3,True,6.06,4,Actively_Encouraged,8,4.0,87.93,Medium,0.33599999999999985
126072,Medical,Senior,2.787,4.81,Summarizing_Reading,Intermediate,3,True,9.33,3,Strict_Ban,8,2.776,95.99,Low,-0.01100000000000012
126073,STEM,Freshman,3.348,6.37,Debugging/Troubleshooting,Intermediate,3,False,13.11,1,Strict_Ban,3,3.604,53.5,Low,0.2560000000000002
126074,Humanities,Senior,3.786,1.05,Copywriting/Drafting,Beginner,1,False,10.24,1,Allowed_With_Citation,1,3.962,72.99,Low,0.17600000000000016
126075,Medical,Junior,3.102,2.5,Debugging/Troubleshooting,Beginner,2,True,17.87,1,Actively_Encouraged,1,3.382,74.4,Low,0.28000000000000025
126076,Humanities,Senior,3.442,18.09,Copywriting/Drafting,Beginner,3,True,2.06,7,Actively_Encouraged,3,3.874,59.15,High,0.43199999999999994
126077,Business,Freshman,3.233,3.5,Direct_Answer_Generation,Beginner,2,True,10.48,3,Allowed_With_Citation,2,3.463,68.16,Medium,0.22999999999999998
126078,STEM,Sophomore,2.04,9.2,Debugging/Troubleshooting,Intermediate,3,False,6.85,5,Allowed_With_Citation,6,2.486,89.57,Low,0.4460000000000002
126079,Business,Senior,2.905,2.74,Direct_Answer_Generation,Beginner,2,False,3.22,1,Allowed_With_Citation,4,2.946,83.94,Low,0.04100000000000037
126080,Medical,Senior,3.325,11.36,Summarizing_Reading,Advanced,4,False,14.82,1,Allowed_With_Citation,3,3.71,87.27,High,0.3849999999999998
126081,Humanities,Junior,3.351,3.64,Summarizing_Reading,Beginner,1,True,8.08,5,Actively_Encouraged,6,3.629,64.55,Medium,0.278
126082,STEM,Freshman,2.382,18.57,Summarizing_Reading,Advanced,3,True,3.99,4,Strict_Ban,7,2.314,100.0,High,-0.06800000000000006
126083,STEM,Graduate,2.566,5.64,Summarizing_Reading,Intermediate,3,False,16.81,2,Allowed_With_Citation,2,2.883,72.24,Medium,0.31700000000000017
126084,Medical,Sophomore,3.238,14.04,Direct_Answer_Generation,Beginner,1,True,10.76,3,Actively_Encouraged,5,3.321,72.34,Medium,0.08300000000000018
126085,Business,Freshman,3.587,2.0,Direct_Answer_Generation,Advanced,5,False,7.73,6,Allowed_With_Citation,6,3.828,69.54,Low,0.24099999999999966
126086,STEM,Senior,2.497,1.04,Debugging/Troubleshooting,Beginner,1,True,11.02,1,Allowed_With_Citation,5,2.801,57.22,Low,0.30400000000000027
126087,STEM,Sophomore,3.394,8.35,Debugging/Troubleshooting,Beginner,2,True,5.49,4,Allowed_With_Citation,5,3.552,52.64,Low,0.15799999999999992
126088,Arts,Freshman,3.845,21.93,Copywriting/Drafting,Beginner,1,False,17.23,4,Strict_Ban,6,3.835,83.24,High,-0.010000000000000231
126089,Arts,Senior,3.745,10.05,Debugging/Troubleshooting,Intermediate,5,False,10.53,7,Allowed_With_Citation,5,4.0,66.15,High,0.2549999999999999
126090,STEM,Junior,3.588,40.0,Ideation,Intermediate,1,True,9.97,8,Actively_Encouraged,6,4.0,84.79,High,0.4119999999999999
126091,Humanities,Junior,3.039,17.31,Copywriting/Drafting,Intermediate,2,True,10.9,3,Strict_Ban,6,3.121,64.28,Medium,0.08199999999999985
126092,Arts,Senior,3.599,0.39,Debugging/Troubleshooting,Beginner,1,False,12.19,2,Allowed_With_Citation,4,4.0,69.18,Low,0.4009999999999998
126093,Business,Junior,3.228,3.23,Ideation,Beginner,2,False,25.13,2,Actively_Encouraged,1,3.665,83.81,Low,0.43699999999999983
126094,Medical,Freshman,2.891,0.23,Summarizing_Reading,Intermediate,4,False,19.93,1,Actively_Encouraged,5,3.181,92.08,Low,0.29000000000000004
126095,Humanities,Graduate,3.252,10.21,Copywriting/Drafting,Intermediate,2,True,16.28,5,Allowed_With_Citation,4,3.493,82.71,Low,0.2410000000000001
126096,Business,Sophomore,3.413,2.53,Ideation,Advanced,4,False,11.67,3,Allowed_With_Citation,2,3.635,86.33,Medium,0.22199999999999998
126097,Business,Graduate,3.204,18.04,Summarizing_Reading,Advanced,3,False,1.0,6,Actively_Encouraged,4,3.463,77.92,High,0.2589999999999999
126098,Medical,Freshman,3.089,20.65,Summarizing_Reading,Advanced,4,False,11.55,6,Allowed_With_Citation,3,3.367,81.66,Medium,0.278
126099,Humanities,Junior,3.798,3.14,Copywriting/Drafting,Intermediate,3,True,18.95,5,Actively_Encouraged,6,3.954,70.22,Medium,0.15600000000000014
126100,STEM,Senior,2.9,11.3,Copywriting/Drafting,Intermediate,2,False,16.5,2,Actively_Encouraged,6,3.082,99.82,Low,0.18199999999999994
126101,Humanities,Graduate,3.517,0.62,Copywriting/Drafting,Intermediate,4,True,13.86,1,Actively_Encouraged,7,3.837,79.98,Low,0.3200000000000003
126102,Arts,Senior,3.632,21.56,Copywriting/Drafting,Beginner,1,True,15.68,5,Strict_Ban,7,4.0,65.32,High,0.3679999999999999
126103,Humanities,Sophomore,1.796,6.07,Debugging/Troubleshooting,Intermediate,5,True,4.56,5,Strict_Ban,5,1.836,79.83,High,0.040000000000000036
126104,Humanities,Sophomore,2.327,1.97,Debugging/Troubleshooting,Beginner,3,True,13.22,4,Actively_Encouraged,6,2.403,75.7,Low,0.07600000000000007
126105,Business,Sophomore,3.242,3.0,Ideation,Beginner,2,True,15.7,2,Allowed_With_Citation,3,3.28,86.78,Low,0.03799999999999981
126106,STEM,Freshman,3.364,0.17,Debugging/Troubleshooting,Beginner,2,True,10.38,1,Allowed_With_Citation,2,3.539,64.25,Medium,0.17500000000000027
126107,STEM,Senior,3.47,4.27,Debugging/Troubleshooting,Beginner,1,False,4.27,4,Actively_Encouraged,7,3.788,63.67,Medium,0.3179999999999996
126108,STEM,Graduate,3.536,8.96,Debugging/Troubleshooting,Intermediate,2,True,12.4,2,Actively_Encouraged,8,3.862,100.0,Low,0.32600000000000007
126109,Business,Senior,3.725,3.87,Copywriting/Drafting,Intermediate,4,False,5.03,3,Allowed_With_Citation,4,3.907,88.08,Medium,0.18199999999999994
126110,Business,Junior,3.329,10.1,Debugging/Troubleshooting,Advanced,3,False,12.31,4,Allowed_With_Citation,5,4.0,95.43,Medium,0.6709999999999998
126111,Arts,Junior,3.425,3.52,Copywriting/Drafting,Advanced,3,False,15.2,3,Actively_Encouraged,4,3.736,87.95,Medium,0.3110000000000004
126112,Medical,Junior,3.027,26.12,Copywriting/Drafting,Beginner,2,False,6.68,8,Allowed_With_Citation,6,3.568,77.58,High,0.5409999999999999
126113,Humanities,Senior,3.406,9.81,Debugging/Troubleshooting,Advanced,4,True,20.95,3,Actively_Encouraged,2,4.0,100.0,Low,0.5939999999999999
126114,Business,Senior,3.5,1.36,Direct_Answer_Generation,Beginner,3,True,13.25,2,Allowed_With_Citation,7,3.534,98.46,Medium,0.03399999999999981
126115,STEM,Senior,3.224,10.6,Debugging/Troubleshooting,Intermediate,1,False,6.07,5,Allowed_With_Citation,4,3.388,65.51,High,0.1639999999999997
126116,STEM,Senior,3.514,1.62,Direct_Answer_Generation,Advanced,5,False,8.76,4,Allowed_With_Citation,5,3.432,87.03,Medium,-0.08199999999999985
126117,STEM,Graduate,3.157,3.57,Debugging/Troubleshooting,Advanced,3,False,13.5,2,Allowed_With_Citation,4,3.792,72.41,High,0.6349999999999998
126118,Humanities,Graduate,2.551,1.19,Ideation,Intermediate,2,False,9.76,2,Actively_Encouraged,4,2.681,79.96,Medium,0.1299999999999999
126119,STEM,Senior,3.75,23.8,Summarizing_Reading,Intermediate,4,True,6.3,4,Strict_Ban,9,4.0,71.89,High,0.25
126120,STEM,Freshman,3.152,17.37,Ideation,Intermediate,3,True,7.8,5,Allowed_With_Citation,7,3.043,60.47,Medium,-0.10899999999999999
126121,Business,Senior,3.188,4.0,Direct_Answer_Generation,Intermediate,1,False,15.42,2,Allowed_With_Citation,3,3.372,66.46,Low,0.18399999999999972
126122,Humanities,Junior,3.099,1.21,Copywriting/Drafting,Beginner,1,True,8.1,5,Actively_Encouraged,1,3.119,82.94,Medium,0.020000000000000018
126123,Business,Junior,3.538,2.63,Summarizing_Reading,Intermediate,3,False,15.74,3,Allowed_With_Citation,4,3.606,100.0,Medium,0.06800000000000006
126124,Humanities,Senior,3.54,11.33,Copywriting/Drafting,Advanced,3,True,15.83,7,Actively_Encouraged,7,3.708,86.17,High,0.16800000000000015
126125,STEM,Senior,3.762,7.28,Debugging/Troubleshooting,Advanced,3,False,10.46,5,Actively_Encouraged,2,3.869,87.36,Medium,0.1070000000000002
126126,STEM,Graduate,3.83,21.1,Debugging/Troubleshooting,Advanced,3,True,3.23,5,Actively_Encouraged,5,3.991,96.23,High,0.16100000000000003
126127,STEM,Graduate,3.739,11.72,Copywriting/Drafting,Intermediate,2,True,12.74,4,Allowed_With_Citation,4,4.0,66.84,Medium,0.2610000000000001
126128,STEM,Junior,2.892,33.04,Debugging/Troubleshooting,Beginner,3,True,18.37,8,Actively_Encouraged,5,3.47,77.27,High,0.5780000000000003
126129,Business,Graduate,2.98,8.08,Summarizing_Reading,Beginner,3,False,8.36,6,Allowed_With_Citation,5,3.267,71.11,High,0.2869999999999999
126130,Arts,Senior,3.14,10.06,Copywriting/Drafting,Advanced,3,False,12.24,5,Allowed_With_Citation,8,3.672,98.83,High,0.532
126131,Humanities,Freshman,3.547,0.99,Copywriting/Drafting,Beginner,3,False,15.8,3,Strict_Ban,6,3.705,64.04,Low,0.15799999999999992
126132,Humanities,Freshman,3.153,8.92,Debugging/Troubleshooting,Beginner,1,False,16.73,6,Actively_Encouraged,3,3.441,82.53,High,0.2879999999999998
126133,Arts,Freshman,2.615,16.89,Copywriting/Drafting,Intermediate,4,False,11.55,5,Actively_Encouraged,1,2.88,69.4,Medium,0.2649999999999997
126134,STEM,Junior,1.571,22.46,Debugging/Troubleshooting,Advanced,4,True,10.53,7,Allowed_With_Citation,5,1.871,78.56,Medium,0.30000000000000004
126135,STEM,Junior,2.796,7.08,Debugging/Troubleshooting,Advanced,3,True,17.8,4,Actively_Encouraged,1,3.206,97.82,Medium,0.41000000000000014
126136,Business,Senior,2.791,2.91,Ideation,Beginner,3,True,1.0,5,Allowed_With_Citation,5,2.639,66.39,High,-0.15200000000000014
126137,Business,Senior,3.186,6.82,Summarizing_Reading,Intermediate,4,True,19.96,4,Strict_Ban,4,3.5,80.29,Medium,0.31400000000000006
126138,Business,Freshman,2.827,1.61,Summarizing_Reading,Advanced,3,True,16.68,2,Allowed_With_Citation,5,2.954,72.85,Low,0.12700000000000022
126139,Business,Graduate,3.101,6.81,Summarizing_Reading,Beginner,2,False,5.36,3,Strict_Ban,5,3.481,82.4,High,0.3799999999999999
126140,STEM,Freshman,3.614,2.78,Copywriting/Drafting,Intermediate,2,False,9.23,4,Actively_Encouraged,3,3.684,87.31,Medium,0.07000000000000028
126141,Humanities,Graduate,1.667,7.93,Debugging/Troubleshooting,Beginner,3,False,19.8,3,Allowed_With_Citation,8,1.882,62.77,High,0.21499999999999986
126142,STEM,Graduate,3.665,12.14,Ideation,Advanced,5,True,22.96,3,Allowed_With_Citation,6,4.0,95.48,Low,0.33499999999999996
126143,Arts,Senior,3.086,8.26,Ideation,Beginner,1,False,10.7,3,Strict_Ban,3,3.398,78.35,Medium,0.3120000000000003
126144,Medical,Sophomore,3.768,16.07,Direct_Answer_Generation,Intermediate,4,True,9.09,7,Allowed_With_Citation,4,3.505,76.01,Medium,-0.2629999999999999
126145,STEM,Freshman,2.452,33.3,Direct_Answer_Generation,Advanced,3,True,8.96,9,Allowed_With_Citation,4,1.904,31.85,High,-0.548
126146,STEM,Senior,3.14,24.84,Direct_Answer_Generation,Advanced,3,True,14.84,4,Actively_Encouraged,5,3.657,85.89,High,0.5169999999999999
126147,STEM,Freshman,3.303,7.68,Debugging/Troubleshooting,Advanced,3,False,13.77,2,Actively_Encouraged,4,3.799,100.0,Low,0.496
126148,STEM,Junior,3.249,1.46,Direct_Answer_Generation,Intermediate,3,True,14.42,3,Allowed_With_Citation,6,3.519,65.4,Low,0.27
126149,Humanities,Junior,3.629,0.53,Copywriting/Drafting,Beginner,2,False,12.87,1,Allowed_With_Citation,3,3.866,63.52,Medium,0.2370000000000001
126150,Business,Senior,2.892,1.86,Ideation,Beginner,2,False,16.14,1,Strict_Ban,4,3.076,59.41,High,0.18400000000000016
126151,Medical,Junior,3.463,6.93,Summarizing_Reading,Beginner,1,True,7.43,3,Actively_Encouraged,7,3.781,66.87,Medium,0.31800000000000006
126152,Humanities,Senior,3.947,5.99,Ideation,Intermediate,2,False,11.02,4,Allowed_With_Citation,6,4.0,86.04,Medium,0.052999999999999936
126153,STEM,Senior,3.946,24.09,Ideation,Advanced,4,True,1.0,8,Allowed_With_Citation,3,3.868,78.2,High,-0.07800000000000029
126154,STEM,Senior,3.946,19.01,Debugging/Troubleshooting,Advanced,3,True,6.07,7,Allowed_With_Citation,5,4.0,86.34,Low,0.053999999999999826
126155,STEM,Sophomore,2.593,13.52,Copywriting/Drafting,Intermediate,1,True,1.0,4,Strict_Ban,8,2.604,57.81,Medium,0.01100000000000012
126156,STEM,Graduate,2.123,3.84,Debugging/Troubleshooting,Advanced,5,False,10.44,3,Allowed_With_Citation,2,2.714,100.0,Medium,0.5909999999999997
126157,Arts,Junior,3.795,2.01,Copywriting/Drafting,Advanced,5,True,18.43,2,Allowed_With_Citation,1,4.0,85.44,Low,0.20500000000000007
126158,STEM,Junior,3.083,3.02,Debugging/Troubleshooting,Advanced,4,True,4.82,2,Actively_Encouraged,4,3.211,92.37,Medium,0.12799999999999967
126159,Medical,Junior,3.39,4.44,Summarizing_Reading,Intermediate,2,False,8.54,4,Allowed_With_Citation,4,3.627,85.22,High,0.23699999999999966
126160,Business,Junior,3.472,1.32,Direct_Answer_Generation,Advanced,4,True,2.3,2,Allowed_With_Citation,7,3.634,72.39,Medium,0.16199999999999992
126161,Business,Senior,3.136,7.27,Debugging/Troubleshooting,Advanced,4,True,10.67,4,Actively_Encouraged,5,3.494,82.34,High,0.3580000000000001
126162,Humanities,Junior,3.304,17.19,Copywriting/Drafting,Intermediate,3,True,22.65,6,Allowed_With_Citation,5,3.776,75.77,Low,0.472
126163,Business,Senior,3.642,8.47,Copywriting/Drafting,Beginner,2,False,15.36,4,Actively_Encouraged,6,3.845,67.04,Medium,0.2030000000000003
126164,Humanities,Senior,3.207,4.24,Copywriting/Drafting,Intermediate,2,False,13.86,1,Actively_Encouraged,3,3.591,79.27,Medium,0.38400000000000034
126165,Humanities,Sophomore,3.268,14.27,Copywriting/Drafting,Intermediate,2,True,12.96,6,Strict_Ban,8,3.462,57.04,Medium,0.1940000000000004
126166,STEM,Freshman,2.287,10.79,Debugging/Troubleshooting,Beginner,3,True,20.92,3,Actively_Encouraged,4,2.384,74.43,Low,0.09699999999999998
126167,Medical,Graduate,3.017,16.94,Direct_Answer_Generation,Beginner,1,True,9.7,5,Allowed_With_Citation,3,3.232,71.0,High,0.2150000000000003
126168,STEM,Freshman,3.138,4.05,Debugging/Troubleshooting,Intermediate,2,True,8.16,2,Allowed_With_Citation,4,3.199,73.57,Medium,0.06099999999999994
126169,Humanities,Freshman,3.387,2.36,Copywriting/Drafting,Beginner,3,False,6.0,4,Actively_Encouraged,4,3.476,75.3,Medium,0.08899999999999997
126170,Humanities,Sophomore,3.446,0.5,Debugging/Troubleshooting,Advanced,5,True,11.35,2,Allowed_With_Citation,4,3.725,91.17,High,0.2789999999999999
126171,STEM,Sophomore,2.81,0.43,Ideation,Intermediate,1,False,15.44,2,Allowed_With_Citation,2,2.962,65.47,Low,0.15200000000000014
126172,STEM,Sophomore,3.34,31.4,Ideation,Intermediate,2,True,14.68,7,Actively_Encouraged,8,3.837,53.91,High,0.49700000000000033
126173,STEM,Freshman,3.66,6.7,Summarizing_Reading,Intermediate,3,False,6.93,2,Allowed_With_Citation,5,3.716,82.7,Medium,0.05600000000000005
126174,Business,Senior,3.232,9.25,Summarizing_Reading,Beginner,3,True,16.13,5,Allowed_With_Citation,8,3.565,55.53,Low,0.33299999999999974
126175,Humanities,Senior,2.383,34.0,Copywriting/Drafting,Advanced,5,True,18.82,7,Allowed_With_Citation,7,3.01,68.92,High,0.6269999999999998
126176,Arts,Freshman,3.807,1.78,Summarizing_Reading,Beginner,3,True,11.48,1,Strict_Ban,1,4.0,77.87,Low,0.19300000000000006
126177,Business,Junior,2.922,22.55,Copywriting/Drafting,Advanced,4,True,7.31,6,Strict_Ban,8,2.92,52.5,High,-0.002000000000000224
126178,STEM,Freshman,3.285,12.25,Ideation,Beginner,2,False,1.71,6,Allowed_With_Citation,7,3.437,65.87,Low,0.1519999999999997
126179,Business,Junior,3.761,2.87,Ideation,Beginner,2,False,8.71,6,Allowed_With_Citation,5,4.0,66.72,Medium,0.23899999999999988
126180,Business,Sophomore,2.932,2.51,Ideation,Intermediate,3,False,10.27,4,Allowed_With_Citation,5,3.194,94.79,Medium,0.262
126181,Business,Freshman,3.398,7.45,Direct_Answer_Generation,Advanced,4,False,20.83,3,Strict_Ban,3,3.41,74.34,Low,0.01200000000000001
126182,Business,Graduate,2.498,40.0,Ideation,Beginner,2,False,10.19,8,Allowed_With_Citation,4,2.735,65.78,High,0.23699999999999966
126183,Business,Graduate,3.628,2.99,Ideation,Beginner,1,False,17.72,3,Strict_Ban,4,4.0,51.31,Low,0.3719999999999999
126184,STEM,Junior,2.605,11.05,Debugging/Troubleshooting,Beginner,2,True,4.51,3,Allowed_With_Citation,4,2.563,61.96,Low,-0.041999999999999815
126185,Business,Freshman,2.923,13.95,Copywriting/Drafting,Advanced,3,False,8.74,4,Actively_Encouraged,1,2.96,65.93,Low,0.03699999999999992
126186,STEM,Junior,2.835,18.95,Direct_Answer_Generation,Advanced,3,True,7.95,8,Actively_Encouraged,5,2.884,66.33,High,0.04899999999999993
126187,Business,Graduate,3.346,1.31,Ideation,Beginner,1,False,11.33,5,Allowed_With_Citation,4,3.611,75.22,Low,0.2650000000000001
126188,STEM,Sophomore,3.766,17.24,Debugging/Troubleshooting,Beginner,3,False,11.24,6,Allowed_With_Citation,6,3.725,84.97,Medium,-0.040999999999999925
126189,Arts,Freshman,3.507,12.61,Copywriting/Drafting,Beginner,3,False,6.61,6,Actively_Encouraged,6,3.725,74.15,Low,0.21799999999999997
126190,Humanities,Senior,2.59,7.48,Copywriting/Drafting,Beginner,3,False,13.29,3,Allowed_With_Citation,3,2.913,79.83,Medium,0.32299999999999995
126191,Business,Senior,3.092,11.17,Direct_Answer_Generation,Beginner,1,False,12.3,5,Strict_Ban,10,3.339,49.45,High,0.2469999999999999
126192,Arts,Freshman,3.388,2.25,Copywriting/Drafting,Intermediate,5,False,15.39,3,Strict_Ban,1,3.686,75.44,Low,0.29800000000000004
126193,Medical,Graduate,3.532,4.15,Ideation,Beginner,3,False,13.99,1,Allowed_With_Citation,1,3.904,96.0,Low,0.3719999999999999
126194,Business,Senior,3.031,36.75,Summarizing_Reading,Beginner,2,True,5.87,10,Allowed_With_Citation,6,3.259,66.71,High,0.22799999999999976
126195,STEM,Freshman,3.486,1.19,Summarizing_Reading,Intermediate,2,True,12.39,3,Allowed_With_Citation,1,3.608,66.44,High,0.12199999999999989
126196,Arts,Freshman,3.792,23.53,Copywriting/Drafting,Beginner,3,False,17.56,5,Actively_Encouraged,4,3.785,72.71,High,-0.006999999999999673
126197,Business,Graduate,3.232,17.93,Ideation,Beginner,1,False,6.6,3,Actively_Encouraged,5,3.241,73.38,High,0.008999999999999897
126198,Business,Senior,3.454,10.91,Debugging/Troubleshooting,Beginner,2,True,9.19,2,Allowed_With_Citation,6,3.595,77.81,Medium,0.14100000000000001
126199,Medical,Sophomore,2.301,9.46,Copywriting/Drafting,Intermediate,3,False,16.22,1,Allowed_With_Citation,1,2.519,81.71,Low,0.21799999999999997
126200,STEM,Junior,2.622,9.67,Direct_Answer_Generation,Advanced,3,True,5.88,1,Allowed_With_Citation,3,2.997,89.93,Medium,0.375
126201,STEM,Junior,3.231,17.12,Debugging/Troubleshooting,Beginner,1,False,6.87,4,Allowed_With_Citation,5,3.639,54.48,High,0.4079999999999999
126202,Business,Senior,3.142,3.0,Ideation,Advanced,5,False,12.51,1,Actively_Encouraged,5,3.352,100.0,Medium,0.20999999999999996
126203,Arts,Freshman,2.948,7.2,Direct_Answer_Generation,Intermediate,2,False,5.6,2,Allowed_With_Citation,4,2.867,65.27,Medium,-0.08099999999999996
126204,Humanities,Freshman,2.802,28.36,Copywriting/Drafting,Intermediate,3,False,14.44,5,Allowed_With_Citation,6,3.148,63.67,Medium,0.3460000000000001
126205,Business,Freshman,3.0,20.18,Ideation,Intermediate,4,False,10.03,5,Allowed_With_Citation,5,3.245,100.0,High,0.2450000000000001
126206,Humanities,Graduate,2.851,0.94,Ideation,Beginner,3,False,15.44,2,Actively_Encouraged,1,3.309,90.61,Medium,0.4580000000000002
126207,Business,Graduate,2.587,19.31,Ideation,Beginner,2,False,11.28,3,Actively_Encouraged,6,2.841,78.3,High,0.254
126208,Arts,Junior,3.517,9.66,Debugging/Troubleshooting,Advanced,3,True,10.72,6,Strict_Ban,5,4.0,89.22,High,0.4830000000000001
126209,STEM,Junior,1.719,17.8,Direct_Answer_Generation,Intermediate,1,True,13.03,5,Allowed_With_Citation,5,1.779,56.57,High,0.05999999999999983
126210,Business,Sophomore,2.574,9.41,Summarizing_Reading,Intermediate,3,False,8.62,3,Allowed_With_Citation,3,2.55,62.92,Medium,-0.02400000000000002
126211,Arts,Junior,3.631,8.43,Copywriting/Drafting,Intermediate,2,False,1.27,4,Actively_Encouraged,3,3.944,77.94,High,0.31300000000000017
126212,Humanities,Senior,2.783,6.15,Direct_Answer_Generation,Intermediate,2,True,12.58,2,Strict_Ban,1,3.177,80.98,High,0.39400000000000013
126213,Humanities,Senior,3.182,6.4,Copywriting/Drafting,Advanced,4,False,9.4,2,Allowed_With_Citation,2,3.236,69.0,Low,0.05400000000000027
126214,STEM,Freshman,3.38,8.75,Summarizing_Reading,Beginner,3,False,4.51,3,Strict_Ban,4,3.531,76.14,Low,0.15100000000000025
126215,Arts,Senior,3.023,9.09,Copywriting/Drafting,Beginner,2,False,9.61,4,Allowed_With_Citation,1,3.236,81.75,Medium,0.21300000000000008
126216,Humanities,Graduate,2.819,6.5,Summarizing_Reading,Advanced,5,False,9.03,1,Actively_Encouraged,2,2.86,77.41,Low,0.040999999999999925
126217,Humanities,Freshman,3.85,12.54,Copywriting/Drafting,Intermediate,3,True,19.09,4,Allowed_With_Citation,4,4.0,93.87,High,0.1499999999999999
126218,Humanities,Senior,2.107,2.52,Debugging/Troubleshooting,Beginner,3,False,14.48,2,Strict_Ban,5,2.348,58.86,High,0.24099999999999966
126219,Humanities,Senior,3.772,0.43,Debugging/Troubleshooting,Beginner,1,True,7.06,3,Allowed_With_Citation,5,4.0,97.37,High,0.2280000000000002
126220,Business,Sophomore,3.938,11.15,Ideation,Advanced,3,False,25.04,4,Actively_Encouraged,4,4.0,100.0,Low,0.06199999999999983
126221,Arts,Senior,3.693,1.07,Debugging/Troubleshooting,Beginner,2,True,21.87,3,Allowed_With_Citation,7,4.0,66.11,Low,0.30699999999999994
126222,Humanities,Freshman,3.117,13.65,Summarizing_Reading,Advanced,5,True,8.31,3,Allowed_With_Citation,1,3.316,100.0,Medium,0.19899999999999984
126223,Business,Senior,2.92,0.66,Copywriting/Drafting,Advanced,4,False,18.28,3,Actively_Encouraged,4,3.24,59.56,Low,0.3200000000000003
126224,Business,Junior,2.433,7.93,Copywriting/Drafting,Beginner,1,False,4.74,2,Actively_Encouraged,1,2.388,60.84,Medium,-0.04499999999999993
126225,STEM,Senior,3.231,9.57,Ideation,Intermediate,1,True,12.66,4,Strict_Ban,5,3.534,73.15,Medium,0.30299999999999994
126226,STEM,Junior,2.813,23.14,Copywriting/Drafting,Advanced,4,False,3.11,6,Actively_Encouraged,5,2.682,71.31,Medium,-0.13100000000000023
126227,Medical,Junior,2.194,0.86,Summarizing_Reading,Beginner,2,True,16.25,4,Actively_Encouraged,1,2.557,52.06,Low,0.363
126228,Business,Graduate,3.469,2.41,Debugging/Troubleshooting,Intermediate,3,False,13.39,1,Allowed_With_Citation,1,3.645,75.23,Low,0.17600000000000016
126229,Business,Graduate,3.389,5.56,Ideation,Intermediate,2,True,21.62,4,Allowed_With_Citation,7,3.825,63.84,High,0.4360000000000004
126230,STEM,Freshman,2.086,2.99,Debugging/Troubleshooting,Advanced,4,False,7.26,1,Allowed_With_Citation,5,2.439,100.0,High,0.3530000000000002
126231,Arts,Junior,3.911,2.5,Summarizing_Reading,Advanced,5,False,12.58,1,Allowed_With_Citation,4,4.0,98.23,Low,0.08899999999999997
126232,Business,Freshman,2.579,10.25,Summarizing_Reading,Beginner,2,False,9.15,2,Strict_Ban,1,2.53,71.88,Low,-0.04900000000000038
126233,Arts,Sophomore,3.372,14.31,Copywriting/Drafting,Intermediate,2,False,10.03,6,Actively_Encouraged,6,3.667,100.0,Low,0.29499999999999993
126234,Medical,Senior,2.801,12.18,Direct_Answer_Generation,Intermediate,5,True,13.24,4,Allowed_With_Citation,4,3.163,90.23,High,0.36199999999999966
126235,Medical,Freshman,3.353,5.07,Summarizing_Reading,Intermediate,3,False,22.92,2,Allowed_With_Citation,3,3.545,97.77,Low,0.19199999999999973
126236,Arts,Freshman,3.239,6.76,Copywriting/Drafting,Advanced,5,True,17.12,2,Allowed_With_Citation,6,3.547,97.02,Medium,0.3080000000000003
126237,STEM,Senior,2.781,35.51,Debugging/Troubleshooting,Intermediate,3,True,1.0,7,Allowed_With_Citation,4,3.042,50.86,High,0.2609999999999997
